,0
nis_ll,1.173887738519354
diabetes_type,1.0105876714990183
npsi,0.9179793064550866
duration_months,0.5395844550453848
ienfd_per_mm,0.4862421253637267
snap_sural_nerve,0.38416914864047486
age,0.31845449784900465
sas,0.3152737461952802
hba1c_pct,0.16591627783767268
sex,-0.06051500791890412
